AppRating,AppReviews,AppSize,NumberOfInstallations,CurrentAndroidVersion,,,,,,,,
3.90,4581.00,21.00,100000.00,4.40,,,,,,,,
4.00,36.00,41.00,1000.00,4.10,,,,,,,,
4.20,1493.00,57.00,100000.00,4.10,,,,,,,,
4.20,4537.00,15.00,100000.00,4.00,,,,,,,,
4.50,5849.00,5.10,500000.00,4.00,,,,,,,,
4.70,327.00,31.00,10000.00,4.10,,,,,,,,
3.50,33944.00,28.00,1000000.00,4.10,,,,,,,,
4.50,10256.00,39.00,1000000.00,4.30,,,,,,,,
4.60,8004.00,34.00,100000.00,4.10,,,,,,,,
4.30,931503.00,31.00,10000000.00,4.00,,,,,,,,
4.10,245839.00,76.00,10000000.00,4.10,,,,,,,,
4.50,68072.00,40.00,5000000.00,4.10,,,,,,,,
4.20,210317.00,46.00,10000000.00,2.20,,,,,,,,
4.50,1333338.00,8.70,10000000.00,2.20,,,,,,,,
4.40,899748.00,80.00,10000000.00,4.10,,,,,,,,
3.70,23729.00,24.00,1000000.00,4.40,,,,,,,,
4.40,406511.00,21.00,5000000.00,4.00,,,,,,,,
4.30,179139.00,9.70,5000000.00,4.00,,,,,,,,
4.30,104389.00,12.00,5000000.00,4.20,,,,,,,,
3.80,130689.00,57.00,5000000.00,4.20,,,,,,,,
4.50,234971.00,81.00,1000000.00,4.40,,,,,,,,
4.40,72202.00,6.70,1000000.00,4.00,,,,,,,,
4.70,2570.00,3.80,100000.00,4.00,,,,,,,,
3.50,14145.00,5.90,1000000.00,4.00,,,,,,,,
4.90,25.00,46.00,5000.00,5.00,,,,,,,,
4.00,9.00,3.30,1000.00,4.40,,,,,,,,
4.10,21223.00,48.00,1000000.00,4.10,,,,,,,,
4.20,32.00,33.00,10000.00,4.00,,,,,,,,
4.40,438911.00,99.00,10000000.00,4.00,,,,,,,,
4.10,2063.00,4.50,100000.00,4.00,,,,,,,,
4.60,45771.00,28.00,1000000.00,4.10,,,,,,,,
4.60,7148.00,8.10,100000.00,4.00,,,,,,,,
4.70,19209.00,21.00,100000.00,4.00,,,,,,,,
4.50,29495.00,56.00,1000000.00,4.00,,,,,,,,
4.60,666246.00,25.00,10000000.00,4.10,,,,,,,,
4.40,1721943.00,26.00,10000000.00,5.00,,,,,,,,
4.40,579519.00,99.00,10000000.00,4.10,,,,,,,,
4.00,170973.00,43.00,5000000.00,4.10,,,,,,,,
4.20,62636.00,17.00,1000000.00,4.00,,,,,,,,
4.20,123136.00,80.00,5000000.00,4.00,,,,,,,,
4.20,250197.00,44.00,5000000.00,4.10,,,,,,,,
3.40,1012.00,12.00,100000.00,3.00,,,,,,,,
4.30,183004.00,100.00,10000000.00,4.00,,,,,,,,
4.30,143087.00,69.00,1000000.00,4.00,,,,,,,,
4.60,652940.00,90.00,10000000.00,4.10,,,,,,,,
4.20,336386.00,88.00,10000000.00,4.00,,,,,,,,
4.60,5195.00,64.00,100000.00,4.10,,,,,,,,
4.10,91935.00,39.00,10000000.00,4.10,,,,,,,,
4.40,1381624.00,54.00,10000000.00,3.00,,,,,,,,
4.60,92522.00,56.00,5000000.00,4.10,,,,,,,,
4.30,45370.00,14.00,1000000.00,2.30,,,,,,,,
4.70,394842.00,75.00,10000000.00,4.10,,,,,,,,
3.80,302.00,8.10,10000.00,4.00,,,,,,,,
3.70,1443.00,20.00,100000.00,2.30,,,,,,,,
4.30,148083.00,57.00,10000000.00,4.10,,,,,,,,
2.90,31596.00,31.00,5000000.00,2.30,,,,,,,,
4.30,598975.00,39.00,10000000.00,4.00,,,,,,,,
4.30,275.00,29.00,10000.00,4.40,,,,,,,,
4.00,64164.00,3.60,10000000.00,4.10,,,,,,,,
3.30,16063.00,3.80,1000000.00,2.30,,,,,,,,
4.50,76616.00,4.60,1000000.00,4.00,,,,,,,,
4.10,22.00,0.55,5000.00,4.40,,,,,,,,
5.00,3.00,2.10,1000.00,4.00,,,,,,,,
3.90,684.00,0.06,100000.00,2.30,,,,,,,,
4.60,117.00,13.00,10000.00,6.00,,,,,,,,
4.00,177.00,2.80,10000.00,2.30,,,,,,,,
3.60,188.00,9.90,10000.00,4.00,,,,,,,,
4.00,22.00,2.50,10000.00,3.00,,,,,,,,
4.50,19.00,5.40,5000.00,4.10,,,,,,,,
2.90,45.00,1.30,5000.00,2.10,,,,,,,,
4.20,25.00,2.50,1000.00,4.30,,,,,,,,
4.50,23.00,0.28,5000.00,3.20,,,,,,,,
4.60,513.00,1.60,10000.00,4.00,,,,,,,,
4.70,11018.00,25.00,500000.00,4.10,,,,,,,,
4.20,676.00,5.40,100000.00,4.00,,,,,,,,
4.70,3.00,1.50,1000.00,4.00,,,,,,,,
4.70,3.00,5.30,10.00,4.40,,,,,,,,
3.90,478.00,2.00,100000.00,2.30,,,,,,,,
4.70,55.00,5.40,10000.00,4.10,,,,,,,,
3.70,88.00,41.00,10000.00,3.10,,,,,,,,
4.80,21.00,5.40,5000.00,4.10,,,,,,,,
4.00,138.00,2.40,10000.00,2.20,,,,,,,,
4.60,87.00,5.40,10000.00,4.10,,,,,,,,
4.40,105.00,9.00,10000.00,4.10,,,,,,,,
4.30,13166.00,25.00,1000000.00,4.10,,,,,,,,
4.70,7.00,1.20,100.00,1.60,,,,,,,,
3.60,5.00,45.00,500.00,4.40,,,,,,,,
4.40,29.00,5.30,5000.00,4.10,,,,,,,,
4.60,70.00,3.20,1000.00,4.10,,,,,,,,
2.90,10.00,73.00,100.00,4.00,,,,,,,,
4.50,242.00,5.40,50000.00,4.10,,,,,,,,
5.00,1.00,0.66,10.00,2.00,,,,,,,,
3.70,3743.00,5.60,1000000.00,4.10,,,,,,,,
3.70,37.00,9.50,5000.00,2.30,,,,,,,,
4.20,19.00,5.40,5000.00,4.10,,,,,,,,
3.00,5.00,2.60,1000.00,4.10,,,,,,,,
5.00,1.00,96.00,10.00,4.00,,,,,,,,
4.40,129409.00,73.00,1000000.00,4.00,,,,,,,,
4.70,7.00,5.40,1000.00,4.10,,,,,,,,
4.30,22667.00,35.00,1000000.00,4.40,,,,,,,,
3.90,10114.00,48.00,100000.00,4.00,,,,,,,,
4.30,4704.00,37.00,100000.00,2.30,,,,,,,,
4.60,28.00,26.00,500.00,4.00,,,,,,,,
4.50,11.00,2.90,500.00,4.00,,,,,,,,
3.90,265.00,0.71,10000.00,2.20,,,,,,,,
4.70,57.00,12.00,1000.00,4.10,,,,,,,,
5.00,4.00,52.00,50.00,4.10,,,,,,,,
5.00,1.00,49.00,10.00,4.00,,,,,,,,
2.70,560.00,37.00,10000.00,4.40,,,,,,,,
4.60,41000.00,2.00,1000000.00,1.60,,,,,,,,
4.40,161637.00,82.00,10000000.00,4.00,,,,,,,,
4.40,218881.00,37.00,5000000.00,4.00,,,,,,,,
4.60,31134.00,48.00,1000000.00,4.10,,,,,,,,
4.10,242722.00,54.00,10000000.00,4.00,,,,,,,,
4.50,244039.00,46.00,5000000.00,4.00,,,,,,,,
4.20,720685.00,51.00,10000000.00,4.00,,,,,,,,
4.70,84389.00,48.00,1000000.00,4.00,,,,,,,,
4.30,137696.00,55.00,5000000.00,4.20,,,,,,,,
4.20,254.00,25.00,10000.00,7.00,,,,,,,,
3.80,898.00,33.00,100000.00,2.30,,,,,,,,
4.00,22435.00,100.00,1000000.00,5.00,,,,,,,,
4.30,308944.00,70.00,5000000.00,4.40,,,,,,,,
4.30,906.00,9.20,50000.00,4.40,,,,,,,,
4.30,391325.00,43.00,10000000.00,4.00,,,,,,,,
4.30,28735.00,91.00,1000000.00,4.20,,,,,,,,
4.70,580160.00,29.00,5000000.00,4.00,,,,,,,,
4.40,862.00,44.00,100000.00,7.00,,,,,,,,
3.80,17.00,30.00,1000.00,7.00,,,,,,,,
4.60,1226514.00,99.00,10000000.00,4.10,,,,,,,,
4.50,118.00,72.00,50000.00,5.00,,,,,,,,
4.50,20247.00,47.00,5000000.00,4.10,,,,,,,,
3.90,63640.00,23.00,10000000.00,4.40,,,,,,,,
3.80,1363.00,26.00,100000.00,4.00,,,,,,,,
4.30,1602.00,5.00,100000.00,7.00,,,,,,,,
3.70,128.00,20.00,10000.00,7.00,,,,,,,,
3.20,1354.00,30.00,100000.00,4.00,,,,,,,,
4.00,211.00,37.00,10000.00,7.00,,,,,,,,
3.80,410.00,28.00,10000.00,4.00,,,,,,,,
4.40,83.00,85.00,10000.00,7.00,,,,,,,,
3.40,131.00,22.00,5000.00,4.10,,,,,,,,
2.90,53.00,82.00,10000.00,7.00,,,,,,,,
4.50,20.00,65.00,1000.00,7.00,,,,,,,,
3.70,25.00,43.00,5000.00,7.00,,,,,,,,
3.80,469.00,80.00,10000.00,4.00,,,,,,,,
4.10,25195.00,21.00,1000000.00,4.00,,,,,,,,
4.10,9636.00,0.09,1000000.00,2.10,,,,,,,,
3.70,22.00,90.00,5000.00,7.00,,,,,,,,
3.60,153.00,67.00,10000.00,4.00,,,,,,,,
3.00,17.00,32.00,1000.00,7.00,,,,,,,,
4.10,1152.00,2.70,100000.00,7.00,,,,,,,,
3.80,20.00,36.00,1000.00,4.10,,,,,,,,
4.20,29.00,35.00,5000.00,7.00,,,,,,,,
4.40,36268.00,41.00,1000000.00,4.20,,,,,,,,
3.60,740.00,71.00,50000.00,4.40,,,,,,,,
3.60,284.00,70.00,10000.00,4.10,,,,,,,,
3.70,20879.00,22.00,1000000.00,4.10,,,,,,,,
3.90,76340.00,14.00,5000000.00,4.10,,,,,,,,
4.10,4374.00,53.00,100000.00,4.10,,,,,,,,
4.50,23966.00,0.87,1000000.00,4.00,,,,,,,,
2.80,961.00,1.30,100000.00,4.00,,,,,,,,
2.60,114.00,1.60,10000.00,2.30,,,,,,,,
4.40,125652.00,56.00,10000000.00,4.20,,,,,,,,
4.10,1407.00,3.40,100000.00,4.00,,,,,,,,
4.00,448.00,3.10,50000.00,2.30,,,,,,,,
4.30,11379.00,20.00,500000.00,4.00,,,,,,,,
3.90,2057.00,6.20,50000.00,4.00,,,,,,,,
3.50,28.00,0.12,1000.00,4.20,,,,,,,,
4.30,344283.00,95.00,10000000.00,4.10,,,,,,,,
4.30,258717.00,9.40,10000000.00,4.00,,,,,,,,
4.60,807155.00,93.00,10000000.00,4.00,,,,,,,,
4.10,29867.00,1.70,5000000.00,2.20,,,,,,,,
4.40,450013.00,37.00,10000000.00,4.20,,,,,,,,
4.40,228130.00,70.00,5000000.00,4.10,,,,,,,,
2.40,11773.00,3.30,1000000.00,4.10,,,,,,,,
4.50,407788.00,19.00,5000000.00,2.10,,,,,,,,
4.50,118285.00,22.00,1000000.00,4.10,,,,,,,,
4.40,379245.00,68.00,10000000.00,4.10,,,,,,,,
3.40,2445.00,34.00,500000.00,5.00,,,,,,,,
3.90,65119.00,46.00,1000000.00,3.00,,,,,,,,
4.30,34898.00,92.00,1000000.00,4.00,,,,,,,,
4.40,889425.00,45.00,10000000.00,2.30,,,,,,,,
4.50,1041836.00,50.00,10000000.00,2.30,,,,,,,,
4.40,17945.00,9.50,1000000.00,4.40,,,,,,,,
4.00,47151.00,36.00,5000000.00,4.30,,,,,,,,
4.30,107765.00,78.00,5000000.00,4.10,,,,,,,,
4.20,37165.00,22.00,1000000.00,2.30,,,,,,,,
4.00,174127.00,48.00,5000000.00,3.00,,,,,,,,
4.40,4706.00,1.50,1000000.00,4.40,,,,,,,,
4.60,73919.00,40.00,500000.00,2.30,,,,,,,,
4.00,532.00,6.50,100000.00,2.30,,,,,,,,
4.40,344819.00,51.00,5000000.00,3.00,,,,,,,,
3.50,9335.00,12.00,1000000.00,4.00,,,,,,,,
4.60,100805.00,50.00,1000000.00,2.30,,,,,,,,
4.00,15875.00,40.00,1000000.00,4.20,,,,,,,,
4.00,23168.00,54.00,1000000.00,4.40,,,,,,,,
4.10,2628.00,45.00,100000.00,4.20,,,,,,,,
4.10,235486.00,63.00,10000000.00,4.10,,,,,,,,
3.30,2717.00,4.00,100000.00,2.30,,,,,,,,
3.90,24123.00,69.00,1000000.00,4.10,,,,,,,,
4.10,7728.00,39.00,500000.00,4.40,,,,,,,,
4.20,2180.00,55.00,100000.00,4.20,,,,,,,,
4.00,59223.00,46.00,5000000.00,4.10,,,,,,,,
4.50,16162.00,99.00,100000.00,2.30,,,,,,,,
3.80,596.00,91.00,100000.00,4.10,,,,,,,,
3.50,1976.00,21.00,100000.00,4.10,,,,,,,,
4.30,6698.00,46.00,500000.00,2.30,,,,,,,,
4.60,21266.00,45.00,100000.00,2.30,,,,,,,,
4.70,4041.00,24.00,10000.00,2.20,,,,,,,,
3.80,2691.00,52.00,100000.00,4.20,,,,,,,,
4.70,27856.00,50.00,100000.00,2.30,,,,,,,,
4.80,5369.00,63.00,50000.00,4.00,,,,,,,,
3.20,9126.00,5.80,1000000.00,4.00,,,,,,,,
3.90,85278.00,23.00,1000000.00,4.00,,,,,,,,
3.60,16521.00,23.00,1000000.00,2.30,,,,,,,,
3.70,70.00,26.00,10000.00,5.00,,,,,,,,
4.40,28.00,8.80,1000.00,5.00,,,,,,,,
4.10,91667.00,27.00,1000000.00,2.30,,,,,,,,
4.00,664.00,2.10,100000.00,4.10,,,,,,,,
3.10,212.00,12.00,50000.00,4.10,,,,,,,,
4.00,1185.00,5.00,100000.00,2.30,,,,,,,,
2.80,440.00,23.00,10000.00,2.20,,,,,,,,
3.70,681.00,8.20,10000.00,4.40,,,,,,,,
2.70,17.00,14.00,1000.00,4.10,,,,,,,,
3.90,623.00,8.50,100000.00,4.10,,,,,,,,
3.60,2433.00,47.00,100000.00,4.30,,,,,,,,
4.50,1827.00,12.00,100000.00,4.10,,,,,,,,
3.50,30.00,17.00,1000.00,4.10,,,,,,,,
4.00,97.00,3.90,10000.00,4.00,,,,,,,,
3.80,762.00,4.10,100000.00,4.00,,,,,,,,
3.60,58.00,15.00,10000.00,4.20,,,,,,,,
4.20,16.00,3.30,1000.00,4.10,,,,,,,,
4.40,128.00,6.70,50000.00,5.00,,,,,,,,
4.00,498.00,11.00,10000.00,4.00,,,,,,,,
4.70,48.00,4.10,1000.00,4.00,,,,,,,,
4.10,23609.00,31.00,1000000.00,4.00,,,,,,,,
4.00,24312.00,25.00,500000.00,4.00,,,,,,,,
4.70,57.00,5.80,10000.00,4.00,,,,,,,,
3.80,874.00,12.00,100000.00,4.30,,,,,,,,
5.00,2.00,14.00,1000.00,4.20,,,,,,,,
4.40,27.00,78.00,10000.00,4.00,,,,,,,,
4.00,29462.00,44.00,1000000.00,4.00,,,,,,,,
3.80,159063.00,85.00,1000000.00,4.00,,,,,,,,
4.10,294.00,9.80,10000.00,4.00,,,,,,,,
4.30,697.00,5.70,50000.00,4.10,,,,,,,,
3.40,617.00,46.00,100000.00,4.10,,,,,,,,
4.10,215.00,30.00,10000.00,4.00,,,,,,,,
4.10,25.00,47.00,5000.00,4.10,,,,,,,,
3.80,6.00,23.00,1000.00,4.40,,,,,,,,
4.40,1275373.00,91.00,10000000.00,4.10,,,,,,,,
4.40,43.00,44.00,1000.00,4.10,,,,,,,,
3.30,171.00,4.80,10000.00,4.10,,,,,,,,
3.30,1434.00,9.50,100000.00,2.30,,,,,,,,
4.40,22.00,19.00,5000.00,4.00,,,,,,,,
3.70,701.00,7.30,100000.00,4.30,,,,,,,,
3.40,2420.00,1.80,1000000.00,2.20,,,,,,,,
2.30,251.00,5.70,50000.00,4.00,,,,,,,,
3.30,11.00,7.30,1000.00,4.10,,,,,,,,
2.70,90.00,4.00,5000.00,2.20,,,,,,,,
4.60,1170641.00,26.00,10000000.00,4.10,,,,,,,,
3.50,174.00,5.60,50000.00,4.00,,,,,,,,
3.40,150.00,7.30,50000.00,4.10,,,,,,,,
4.30,259.00,49.00,10000.00,4.00,,,,,,,,
4.10,9.00,8.70,1000.00,4.10,,,,,,,,
4.40,574719.00,20.00,10000000.00,4.10,,,,,,,,
3.80,250.00,7.30,50000.00,4.30,,,,,,,,
3.00,78.00,0.32,10000.00,1.60,,,,,,,,
4.40,98.00,6.30,10000.00,2.20,,,,,,,,
4.20,27.00,3.40,5000.00,4.00,,,,,,,,
4.50,24.00,22.00,1000.00,4.20,,,,,,,,
3.50,91.00,25.00,10000.00,4.10,,,,,,,,
4.50,78629.00,6.30,1000000.00,4.00,,,,,,,,
4.30,955614.00,82.00,10000000.00,3.00,,,,,,,,
4.50,82.00,8.70,5000.00,2.20,,,,,,,,
4.50,648380.00,24.00,10000000.00,4.10,,,,,,,,
4.80,4.00,43.00,100.00,4.00,,,,,,,,
4.30,1659.00,3.70,100000.00,5.00,,,,,,,,
1.70,14.00,13.00,1000.00,4.10,,,,,,,,
4.20,8.00,3.90,5000.00,2.30,,,,,,,,
4.20,725.00,3.00,100000.00,4.30,,,,,,,,
4.30,2158.00,3.00,100000.00,4.30,,,,,,,,
4.00,7718.00,46.00,100000.00,5.00,,,,,,,,
4.20,249.00,3.00,50000.00,4.30,,,,,,,,
4.60,9.00,17.00,500.00,4.10,,,,,,,,
4.10,29062.00,63.00,1000000.00,2.30,,,,,,,,
4.60,11.00,17.00,1000.00,4.00,,,,,,,,
4.10,484.00,2.90,100000.00,4.30,,,,,,,,
4.00,202.00,2.90,50000.00,4.30,,,,,,,,
3.30,40.00,2.70,1000.00,4.30,,,,,,,,
4.00,9.00,4.70,500.00,6.00,,,,,,,,
4.40,52.00,3.00,5000.00,4.30,,,,,,,,
4.20,294.00,3.00,50000.00,4.30,,,,,,,,
3.10,20973.00,31.00,5000000.00,4.00,,,,,,,,
5.00,5.00,4.30,1000.00,2.30,,,,,,,,
4.20,492.00,63.00,100000.00,4.00,,,,,,,,
4.70,114.00,8.60,5000.00,4.30,,,,,,,,
4.40,1604146.00,57.00,10000000.00,4.10,,,,,,,,
4.40,260137.00,13.00,10000000.00,4.10,,,,,,,,
2.90,2079.00,5.60,100000.00,3.00,,,,,,,,
3.80,1156.00,23.00,100000.00,4.30,,,,,,,,
4.80,6.00,1.60,1000.00,3.00,,,,,,,,
5.00,1.00,24.00,100.00,4.10,,,,,,,,
3.90,127.00,5.90,1000.00,4.30,,,,,,,,
4.70,54.00,44.00,10000.00,5.00,,,,,,,,
4.20,24775.00,30.00,100000.00,2.20,,,,,,,,
4.20,3845.00,76.00,500000.00,4.10,,,,,,,,
3.70,244.00,0.98,10000.00,2.20,,,,,,,,
4.10,15765.00,10.00,1000000.00,2.20,,,,,,,,
4.10,305.00,44.00,10000.00,4.40,,,,,,,,
3.80,141.00,19.00,10000.00,4.10,,,,,,,,
4.60,4546.00,3.00,100000.00,4.00,,,,,,,,
4.40,21.00,15.00,5000.00,4.10,,,,,,,,
4.20,924.00,43.00,100000.00,3.00,,,,,,,,
4.40,569.00,2.60,50000.00,3.00,,,,,,,,
4.60,29.00,31.00,1000.00,4.20,,,,,,,,
5.00,8.00,25.00,50.00,4.10,,,,,,,,
4.50,52.00,33.00,5000.00,4.10,,,,,,,,
3.50,17.00,7.40,5000.00,4.40,,,,,,,,
3.90,56.00,2.30,10000.00,3.10,,,,,,,,
4.40,15806.00,42.00,1000000.00,4.10,,,,,,,,
3.10,440.00,9.10,50000.00,2.10,,,,,,,,
4.40,69.00,2.80,50000.00,4.00,,,,,,,,
3.00,94.00,30.00,10000.00,4.30,,,,,,,,
3.70,53.00,14.00,1000.00,2.20,,,,,,,,
3.70,291.00,37.00,100000.00,4.10,,,,,,,,
3.90,71.00,52.00,10000.00,2.30,,,,,,,,
4.80,53.00,4.40,1000.00,4.00,,,,,,,,
4.60,6344.00,32.00,500000.00,4.10,,,,,,,,
4.60,10.00,3.40,500.00,4.00,,,,,,,,
4.50,12.00,23.00,1000.00,4.20,,,,,,,,
4.30,6.00,61.00,1000.00,4.00,,,,,,,,
5.00,7.00,15.00,100.00,4.20,,,,,,,,
4.30,10446.00,64.00,500000.00,4.00,,,,,,,,
4.70,9.00,12.00,100.00,4.00,,,,,,,,
4.00,82.00,4.40,5000.00,2.30,,,,,,,,
3.80,11.00,3.60,5000.00,2.30,,,,,,,,
5.00,2.00,2.90,100.00,4.10,,,,,,,,
4.80,111.00,10.00,5000.00,4.10,,,,,,,,
4.50,11.00,7.20,100.00,2.10,,,,,,,,
4.30,12.00,3.80,500.00,5.00,,,,,,,,
3.70,1213.00,1.10,500000.00,2.30,,,,,,,,
4.30,72.00,1.90,10000.00,2.30,,,,,,,,
3.80,489.00,36.00,10000.00,4.00,,,,,,,,
4.60,23.00,17.00,10000.00,2.20,,,,,,,,
4.20,27.00,4.30,10000.00,4.00,,,,,,,,
5.00,41.00,4.00,1000.00,4.20,,,,,,,,
3.30,115.00,5.10,10000.00,4.10,,,,,,,,
3.60,9895.00,2.70,1000000.00,4.20,,,,,,,,
4.00,162530.00,97.00,10000000.00,4.10,,,,,,,,
4.00,39779.00,19.00,5000000.00,4.00,,,,,,,,
4.00,254518.00,100.00,10000000.00,4.00,,,,,,,,
4.20,88901.00,73.00,10000000.00,4.00,,,,,,,,
4.30,65146.00,100.00,10000000.00,4.00,,,,,,,,
4.20,104551.00,18.00,10000000.00,2.20,,,,,,,,
4.50,66321.00,18.00,5000000.00,4.10,,,,,,,,
4.30,29270.00,44.00,5000000.00,4.00,,,,,,,,
4.40,1520.00,5.20,100000.00,4.40,,,,,,,,
4.20,97.00,8.90,10000.00,4.00,,,,,,,,
4.20,11087.00,34.00,1000000.00,5.00,,,,,,,,
4.20,26426.00,30.00,1000000.00,4.40,,,,,,,,
3.40,2332.00,1.60,100000.00,5.00,,,,,,,,
3.20,2728.00,4.40,500000.00,4.10,,,,,,,,
4.00,60.00,3.70,5000.00,5.00,,,,,,,,
4.60,227.00,11.00,10000.00,4.10,,,,,,,,
3.20,24.00,4.70,10000.00,2.20,,,,,,,,
4.40,132.00,33.00,10000.00,4.10,,,,,,,,
4.00,463.00,13.00,10000.00,4.20,,,,,,,,
4.70,70.00,14.00,1000.00,4.10,,,,,,,,
3.70,3.00,7.30,500.00,3.20,,,,,,,,
4.20,162.00,37.00,10000.00,4.10,,,,,,,,
4.10,44.00,13.00,1000.00,4.20,,,,,,,,
3.50,24.00,13.00,10000.00,4.10,,,,,,,,
4.80,12.00,8.40,500.00,4.10,,,,,,,,
4.30,201.00,45.00,10000.00,4.40,,,,,,,,
3.90,386.00,7.90,50000.00,4.00,,,,,,,,
3.50,100.00,11.00,10000.00,4.00,,,,,,,,
4.30,285.00,6.20,10000.00,4.10,,,,,,,,
4.40,16.00,3.70,1000.00,4.20,,,,,,,,
4.80,13.00,6.00,100.00,4.10,,,,,,,,
3.90,9.00,8.80,1000.00,4.40,,,,,,,,
3.80,43.00,22.00,10000.00,2.30,,,,,,,,
4.20,109.00,30.00,10000.00,4.40,,,,,,,,
4.00,5300.00,11.00,1000000.00,4.10,,,,,,,,
4.00,265.00,4.10,100000.00,3.00,,,,,,,,
4.40,13.00,3.40,1000.00,2.20,,,,,,,,
4.70,65.00,13.00,5000.00,4.10,,,,,,,,
4.50,112.00,39.00,10000.00,4.00,,,,,,,,
4.30,367.00,5.10,100000.00,4.10,,,,,,,,
3.30,126.00,4.70,5000.00,4.00,,,,,,,,
4.30,127.00,5.50,10000.00,4.10,,,,,,,,
4.10,134.00,5.30,10000.00,4.00,,,,,,,,
2.10,149.00,2.80,50000.00,3.20,,,,,,,,
3.70,40.00,9.00,1000.00,4.10,,,,,,,,
4.20,25726.00,51.00,1000000.00,4.40,,,,,,,,
4.40,31.00,0.21,1000.00,2.10,,,,,,,,
4.20,23.00,0.95,500.00,3.00,,,,,,,,
2.10,87.00,26.00,5000.00,4.00,,,,,,,,
2.40,36.00,9.40,1000.00,2.30,,,,,,,,
4.10,22.00,2.40,5000.00,4.00,,,,,,,,
3.10,1734.00,5.80,500000.00,4.00,,,,,,,,
5.00,2.00,20.00,1.00,2.30,,,,,,,,
3.50,196.00,35.00,10000.00,2.30,,,,,,,,
4.20,20.00,17.00,10000.00,4.00,,,,,,,,
4.70,303.00,42.00,10000.00,4.10,,,,,,,,
4.80,23.00,35.00,10000.00,2.30,,,,,,,,
4.50,226.00,26.00,100000.00,2.30,,,,,,,,
4.60,66.00,17.00,10000.00,2.30,,,,,,,,
4.60,32.00,60.00,10000.00,4.00,,,,,,,,
4.90,285.00,25.00,10000.00,4.40,,,,,,,,
4.80,1491.00,38.00,50000.00,4.10,,,,,,,,
4.00,13.00,2.00,1000.00,1.60,,,,,,,,
3.90,592.00,2.50,100000.00,2.30,,,,,,,,
4.10,181.00,9.20,10000.00,5.00,,,,,,,,
4.10,690.00,0.44,50000.00,2.20,,,,,,,,
4.50,227.00,15.00,50000.00,2.30,,,,,,,,
4.20,287.00,12.00,50000.00,4.20,,,,,,,,
4.00,677.00,4.40,10000.00,4.00,,,,,,,,
4.40,27.00,14.00,100.00,4.20,,,,,,,,
1.90,8.00,6.70,1000.00,4.00,,,,,,,,
3.70,26.00,2.20,5000.00,2.30,,,,,,,,
4.00,3647.00,5.70,100000.00,4.00,,,,,,,,
4.30,242096.00,87.00,10000000.00,4.10,,,,,,,,
2.50,862.00,30.00,100000.00,5.00,,,,,,,,
4.70,1424.00,19.00,100000.00,4.10,,,,,,,,
4.60,169661.00,40.00,10000000.00,4.10,,,,,,,,
4.40,172.00,49.00,5000.00,4.00,,,,,,,,
4.30,7441.00,52.00,500000.00,2.30,,,,,,,,
4.40,55.00,63.00,1000.00,4.00,,,,,,,,
2.60,496.00,24.00,100000.00,4.40,,,,,,,,
3.60,25.00,6.00,1000.00,2.30,,,,,,,,
3.80,11.00,17.00,1000.00,4.10,,,,,,,,
4.40,31.00,4.20,100.00,2.00,,,,,,,,
4.40,21.00,32.00,1000.00,4.00,,,,,,,,
3.00,10.00,0.72,5000.00,4.00,,,,,,,,
3.70,492.00,4.30,50000.00,2.20,,,,,,,,
5.00,5.00,7.20,50.00,4.10,,,,,,,,
4.20,8.00,1.20,500.00,4.10,,,,,,,,
4.80,4.00,31.00,100.00,4.00,,,,,,,,
4.40,7.00,17.00,500.00,4.40,,,,,,,,
4.10,36151.00,46.00,1000000.00,3.20,,,,,,,,
4.70,113.00,20.00,1000.00,4.00,,,,,,,,
4.70,8343.00,8.30,50000.00,4.00,,,,,,,,
3.30,27.00,5.00,5000.00,5.00,,,,,,,,
4.00,209.00,22.00,10000.00,4.00,,,,,,,,
1.00,1.00,2.00,50.00,2.10,,,,,,,,
4.40,382.00,12.00,10000.00,5.00,,,,,,,,
4.20,5.00,5.50,500.00,4.00,,,,,,,,
4.40,8.00,14.00,1000.00,4.00,,,,,,,,
4.30,20.00,15.00,1000.00,4.00,,,,,,,,
4.40,7.00,81.00,1000.00,4.10,,,,,,,,
3.70,20.00,8.90,1000.00,4.40,,,,,,,,
4.00,1.00,3.00,100.00,4.10,,,,,,,,
4.40,112.00,13.00,1000.00,4.40,,,,,,,,
3.30,14.00,11.00,1000.00,4.00,,,,,,,,
4.20,4.00,29.00,500.00,4.40,,,,,,,,
2.30,3.00,2.60,500.00,4.20,,,,,,,,
5.00,4.00,1.70,100.00,2.20,,,,,,,,
3.60,5.00,5.40,1000.00,4.10,,,,,,,,
3.90,137377.00,30.00,5000000.00,4.00,,,,,,,,
4.40,7461.00,31.00,1000000.00,4.10,,,,,,,,
4.20,120.00,14.00,10000.00,4.10,,,,,,,,
4.80,17.00,37.00,5000.00,5.00,,,,,,,,
4.30,39109.00,4.00,1000000.00,4.00,,,,,,,,
4.40,10341.00,6.90,500000.00,4.10,,,,,,,,
4.30,193.00,14.00,10000.00,4.00,,,,,,,,
4.00,21.00,0.21,10000.00,4.20,,,,,,,,
1.40,45.00,13.00,5000.00,4.10,,,,,,,,
3.30,1476.00,18.00,500000.00,4.00,,,,,,,,
4.30,539.00,13.00,50000.00,4.20,,,,,,,,
4.60,30.00,3.80,1000.00,4.00,,,,,,,,
4.70,289.00,3.20,5000.00,4.10,,,,,,,,
